variable_id,mz,rt,QC_001,QC_002,QC_003,QC_004,QC_005,QC_006,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,QC_008,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,QC_009,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,QC_010,WT_001,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,QC_011,WT_002,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,QC_012,MT_046,MT_047,MT_048,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,QC_013,MT_056,MT_057,MT_058,MT_059,MT_060,MT_061,MT_062,MT_063,MT_064,QC_014,MT_065,MT_066,MT_067,MT_068,MT_069,MT_070,MT_071,MT_072,QC_015,MT_073,MT_074,MT_075,MT_076,MT_077,MT_078,MT_079,MT_080,MT_081,MT_082,QC_016,MT_083,MT_084,MT_085,MT_086,MT_087,MT_088,MT_089,MT_090,MT_091,MT_092,MT_093,MT_094,MT_095,QC_017,MT_096,MT_097,MT_098,MT_099,MT_100,MT_101,MT_102,MT_103,MT_104,MT_105,MT_106,QC_018,MT_107,MT_108,MT_109,MT_110,MT_111,MT_112,MT_113,QC_019,MT_114,MT_115,MT_116,MT_117,MT_118,MT_119,MT_120,MT_121,QC_020,MT_122,MT_123,MT_124,MT_125,MT_126,WT_003,MT_127,MT_128,MT_129,MT_130,QC_021,MT_131,MT_132,MT_133,MT_134,MT_135,MT_136,MT_137,MT_139,MT_140,QC_022,MT_141,MT_142,MT_138,MT_143,MT_144,MT_145,MT_146,QC_023,MT_147,MT_148,MT_149,MT_150,MT_151,MT_152,MT_153,QC_024,WT_004,MT_154,MT_155,MT_156,MT_157,MT_158,MT_159,MT_160,MT_161,MT_162,MT_163,QC_025,MT_164,MT_165,MT_166,WT_005,MT_167,MT_168,MT_169,MT_170,MT_171,MT_172,MT_173,MT_174,QC_026,MT_175,MT_176,MT_177,MT_178,WT_006,MT_179,MT_180,MT_181,MT_182,MT_183,MT_184,MT_185,QC_027,MT_186,MT_187,MT_188,MT_189,MT_190,MT_191,QC_028,MT_192,MT_193,MT_194,MT_195,MT_196,MT_197,MT_198,MT_199,QC_029,WT_007,MT_200,MT_201,MT_202,MT_203,MT_204,MT_205,MT_206,QC_030
Met_pos_2567,972.5525513,13.42540127,4754,11334,14966,15861,7599,4925,1950,130,1669,1525,615,3871,613,6203,2093,2227,7549,1475,16105,2122,NA,2394,11403,3121,8147,2351,844,4180,7692,2259,3747,4135,1052,2557,4261,12132,5317,6432,4547,NA,3601,4161,8850,878,9480,17,2805,4695,3331,860,885,7903,1246,1118,1120,472,1246,19241,524,1053,1109,322,110,53,1096,2288,5122,287,7205,6823,4869,5306,2220,NA,4855,1274,1804,2637,11224,1546,2832,2159,317,42,1516,3001,1340,19187,150,1288,3113,869,996,1608,5781,4307,2668,6581,14848,542,534,637,NA,154,2314,3166,4722,637,17653,7530,10577,2250,17175,7893,3426,13730,3831,11023,9820,7011,770,5972,8675,1616,9129,9844,10190,5783,903,4963,954,3138,3772,6395,3293,3432,850,2579,1757,163,1011,30862,1722,7391,3815,1851,3016,3559,4913,2940,10303,3257,17103,6259,1914,7295,234,473,9854,4037,1232,1921,647,1373,2100,2251,6204,3783,5245,4579,12657,4378,3916,2518,2740,5123,2538,1092,15441,2180,42,132,2199,3968,5887,5654,4809,4425,4402,9695,23558,655,1390,744,2277,662,5786,199,621,145,5029,548,786,10476,4078,3568,5273,3323,2494,1639,NA,7208,2903,2090,NA,3231,12101,287,2169,2995,6992,540,799,8424,13028,3139,6258,7406,7532,4303,880,5324,15677,2248,3725,1996,259,2397,4367,4279,1354,27090
Met_pos_2568,148.0426788,1.109826021,30529,27787,26887,1603,3282,21500,24969,10123,32309,8141,36535,12026,33522,10145,26178,13786,14189,1664,5231,16447,NA,27399,16865,22995,9630,16047,NA,41196,8948,27797,10836,12939,16220,10274,7655,9848,25453,2619,17732,15909,14273,12720,20083,17220,32988,34311,34336,125395,6711,3924,5451,10819,6618,14027,19400,20285,20471,9449,6067,38113,11494,22014,6546,30002,11545,4119,3333,NA,24775,8206,10819,21694,27754,20944,6315,12683,5488,32818,30716,41967,21614,25405,9308,8336,NA,12461,4874,21426,16430,8728,6807,6990,10360,8055,8271,4000,8282,8345,NA,5183,52236,51523,43374,16411,2993,10762,9961,21862,8756,13619,8979,10256,29121,7784,7473,12010,6569,8557,9427,7315,9457,14186,9686,11118,46519,7288,15858,16659,13007,16427,24651,15143,56159,14563,22112,14035,12829,13756,12732,14265,11227,65141,11166,20057,26382,10087,5046,6179,10614,7506,8813,7720,33779,5553,8944,11961,12699,6747,14614,10796,11495,16474,61713,6537,NA,7223,13363,16718,14507,24599,33560,14565,21216,14785,12682,7779,21545,20723,31997,16898,19214,7900,30845,15310,9388,16983,11487,15087,13518,1488,56522,7169,19513,11292,34177,8187,18580,9659,8673,11940,12446,6922,5356,48713,6464,8762,14726,10962,15377,22417,6341,15910,26681,15909,8095,12545,50865,9684,10510,6827,7144,12370,10365,64595,9395,9815,16671,11682,14022,12376,3698,9179,41737,35957,14834,13715,23957,7762,15461,14618,9487,11114
Met_pos_257,613.4096069,14.0814391,2167776,2264727,191379,2303957,2217903,2273782,566794,504898,573749,341859,438660,655107,569921,591923,1027837,610643,921861,937835,2556723,511454,1117454,930389,1166928,1044862,825335,784393,556909,499726,2380208,698540,55969,69497,889897,1049037,733408,2373352,312844,635721,309553,665370,726348,431523,747651,635992,169661,197199,338789,391431,503305,379330,565392,544119,56563,770896,755263,1887352,622401,2335327,11509,584105,305246,173033,267238,142209,150296,419939,609644,273943,228424,1035838,864670,343423,48745,46503,679167,779778,605481,386632,2442030,347027,432522,425615,296134,158485,522557,65409,471679,185132,33859,62626,62560,484834,61554,480706,854494,713499,645506,957369,199181,465469,271478,324178,225264,554442,596652,163269,228235,186031,1223115,21431,534554,183701,2424026,914265,589296,985002,677303,623987,605027,591642,455909,682069,474735,467393,2410655,367510,826568,419505,364861,468979,175082,459856,2521464,541773,373752,452212,501668,566756,45826,36679,434749,155944,474545,312114,567456,826742,761987,473302,434595,477347,31878,380945,2431168,1393861,1376459,51419,67992,1178297,1172634,538883,495393,609893,2424442,62730,181222,792462,828096,383126,601764,478670,179633,267626,334848,500210,724465,350500,732241,22563,2371094,322043,248257,360185,437656,418263,469858,20600,621023,473771,439296,531764,2414210,473562,620905,388260,371713,406493,714862,413318,449975,558544,288706,486282,337862,2527937,642197,282680,39863,360840,30108,502286,611955,369925,402460,539049,1056837,741457,2651559,439855,421749,718326,580211,23147,51521,158041,898059,403242,400870,592558,577354,375230,663160,374011,182642,228294,72183,302406,333758,1189652,1145383,491725,552940,197476
Met_pos_2570,858.4493408,17.76437835,7624,8151,NA,17248,4375,7895,NA,351,98,108,NA,398,559,3420,2212,NA,NA,745,5682,401,237,1042,528,4147,151,413,723,662,25264,310,9767,1458,7430,81,1974,22146,1353,2467,239,790,788,4640,257,1767,10242,5434,189,221,1679,694,1970,134,2820,1168,893,NA,NA,25116,NA,NA,3346,1382,2291,22,283,13389,2172,7921,18218,10378,2274,1641,1006,5933,2846,883,3159,732,16321,4006,62,2172,1469,315,NA,4115,4899,9769,5481,3595,4500,8637,11813,402,97,NA,4796,3575,5349,NA,NA,1938,71,706,1923,335,1170,342,720,537,908,1574,NA,13610,NA,1458,NA,1327,NA,569,777,529,34,535,24399,NA,NA,248,3408,NA,NA,363,30333,1066,1007,174,9660,1192,2510,NA,1627,32772,234,2433,NA,1252,1582,1679,4159,1119,1349,10116,5446,1484,3509,88,1857,241,2397,2728,NA,2002,8900,876,4318,261,6064,710,NA,100,21118,5271,806,3947,797,2286,717,NA,2976,577,793,12070,2623,640,188,1025,1988,3921,778,NA,NA,1257,1627,522,NA,2681,695,2077,6044,2379,1537,NA,5364,NA,552,922,576,5535,5956,2053,NA,7737,2232,4665,7045,10065,2767,7451,5730,1723,1956,1632,915,26311,1861,13026,2096,2277,1314,677,3789,214,21668,3997,6479,5765,675,9173,1212,162,890,NA
Met_pos_2573,810.5355225,18.99448965,177470,202736,209095,274498,336639,355077,2790,1307,3215,23956,2819,6511,1644,2973,1412,264,3189,3132,420085,2076,7487,8084,7000,NA,11626,4751,12659,1284,425841,6946,19961,6383,4019,11477,NA,382021,9408,NA,11352,NA,34921,2828,4032,8731,428278,NA,NA,2913,11305,69724,44356,NA,38443,5096,1882,NA,478,443134,728,7676,62122,17108,254615,NA,189035,311993,31683,663927,438265,78556,43914,17914,12602,31828,117279,37103,167069,NA,306492,11421,11111,18101,7153,5261,64689,18293,26624,354985,44407,371787,276378,31783,125629,1798,3093,65267,562547,23823,331074,89969,7530,NA,NA,19991,14057,10320,3495,NA,11788,5109,8251,105858,337897,149107,220769,8680,14049,2966,2158,6427,11269,3073,112,74099,519460,17810,NA,17125,4960,NA,9490,NA,474792,23006,1021,7271,40094,20168,44556,6847,19642,470805,5100,4181,4895,14977,2626,10621,9370,2082,19773,13013,439456,6853,14000,7479,20457,37473,20688,19487,31919,9152,446074,48874,65366,21667,16654,84554,1740,19733,418304,4582,876,21384,4506,118019,22835,793,328466,4201,NA,27023,6807,4684,NA,5328,23577,29567,14741,30748,343637,85282,5040,44481,NA,13090,4183,43738,24335,45581,53589,279968,272194,345139,39213,35364,16228,97843,9986,12417,113438,28333,NA,33769,170999,49486,312903,24930,15359,5622,5324,594166,195850,311393,NA,139073,7684,NA,13497,9798,14339,8103,279011,6784,NA,27235,NA,140099,NA,931864,9124,206972
Met_pos_2575,545.12854,7.619271745,208199,234627,257054,287871,278041,303741,123418,115904,143293,31336,219033,153578,158636,181195,193758,140967,170088,96798,301760,101411,110261,121538,69173,126038,80999,89492,50127,181536,294637,99338,69165,55694,74083,72988,66356,345788,78932,116464,69472,129793,65446,117789,118341,95270,325256,93155,96880,254843,76334,60748,82185,120295,71140,112566,168150,118940,86542,306723,143961,134654,58214,53627,47389,104993,76590,52025,48993,42598,296171,37855,43629,37390,58276,21708,23106,19337,46842,78575,262426,45705,52576,88348,75421,65264,46510,58637,33859,249324,53510,33378,44143,44839,63761,63692,34317,52163,56085,67313,269150,55354,42859,90964,93355,71139,49236,40459,52703,59639,57473,67346,51161,45934,281062,38436,32469,51575,69786,103118,75142,97828,64304,65683,123034,56310,286821,64530,62495,93090,75299,109087,49393,74896,306863,67849,97872,55412,38522,49078,33404,38697,46385,322019,7241,61812,96146,34945,43573,64301,68585,62146,63323,77930,331347,40882,31181,69433,73994,53964,47302,78475,84725,62578,333938,50882,47150,26382,14147,51063,83839,54610,300230,71402,236539,39389,55977,57123,52676,129466,328277,65676,92521,51227,53622,105820,85708,109219,20327,31465,52279,25316,335587,36135,63093,50050,55218,56723,86401,54782,82520,85307,58684,47747,67525,355268,68003,59104,74198,25758,66917,60802,45243,58235,48065,34799,31233,39415,329031,35142,39568,90018,174809,71585,56193,384126,79070,43114,64627,52376,93430,84937,95426,55558,416137,50652,53311,48628,71634,42575,50297,72796,52588,365665
Met_pos_2577,370.2435608,6.44381138,238,NA,2098,1111,2433,2410,290,79,375,1137,253,NA,NA,947,92,2493,1023,145,3983,3234,175,NA,263,508,581,1445,496,563,6653,1218,2007,4568,604,823,1523,2623,502,964,201,2082,2246,1301,65,382,198,203,NA,NA,NA,960,1299,NA,1582,480,750,648,772,5391,565,151,NA,1262,34,496,650,1085,3199,40,NA,366,1949,127,80,313,177,142,138,NA,720,294,316,625,NA,NA,NA,162,506,2757,NA,1236,414,409,429,NA,NA,212,70,NA,1591,NA,NA,1135,52,467,NA,NA,NA,NA,NA,NA,NA,NA,675,489,179,62,43,330,NA,321,NA,NA,NA,371,1393,NA,648,NA,531,NA,938,NA,2439,393,32,NA,NA,NA,NA,2915,504,1408,77,NA,NA,1123,3232,NA,110,1135,1089,879,1664,NA,NA,NA,NA,NA,37,NA,NA,667,NA,424,3764,612,2076,NA,NA,741,6753,NA,1430,2462,934,1737,1020,2220,2465,413,467,705,1501,1672,870,1260,1216,2663,608,290,NA,863,255,525,1730,483,718,955,806,74,1459,456,1554,NA,NA,623,2033,615,169,707,693,703,138,2426,779,666,1975,640,766,177,910,246,237,4990,209,660,465,2528,NA,1167,1584,1547,4471,1721,937,127,268,1289,197,1821,2901,3340
Met_pos_2578,792.4888916,18.19043514,7760,10795,NA,NA,NA,NA,5324,1407,1584,330,632,NA,3477,2422,NA,481,4869,2648,23074,178,942,4939,4853,2418,6254,4349,3414,1439,29544,1960,5757,977,2326,2879,6180,19509,6001,418,1569,4720,8551,1439,3911,1365,23631,7834,5273,1694,9362,5165,10605,7835,3527,2627,2001,1808,4635,28607,NA,3253,13075,3004,5197,2058,1925,8105,7566,17138,21543,15878,9009,4937,NA,7275,4739,8081,3943,3731,19976,3876,5191,5658,4809,2422,6558,9058,6707,19644,NA,3609,9845,9481,8551,2938,NA,8302,11968,9184,21742,9247,2177,442,2904,3127,6677,NA,6529,NA,NA,2906,7882,3891,15871,15396,6523,6182,NA,7328,2788,8227,NA,6313,220,7110,32821,9525,3506,4239,4339,42,4493,2265,NA,NA,1048,5315,9884,8183,9045,7119,10747,40588,2640,1392,NA,NA,4184,9888,3257,4468,10945,8930,36460,14295,10941,3495,4554,10022,8210,4294,3507,1986,NA,3149,4743,9747,10588,7055,1532,NA,16309,2354,2290,NA,6574,4980,10167,788,24384,4493,1598,NA,NA,NA,488,NA,6149,3207,2685,5592,22959,NA,1233,7897,3825,3949,3515,1942,3023,NA,4286,6937,1542,28802,9235,2201,3065,11599,1863,7369,15779,8153,NA,13717,20416,10656,23524,8839,5500,NA,1843,3191,13421,NA,2355,10688,4489,6548,4877,1335,13822,2912,NA,132,8628,2334,2731,7971,8113,19001,NA,26601
Met_pos_258,655.3122559,17.12811682,NA,25432,34900,27219,22366,46558,6521,948,1865,NA,3237,NA,3238,1968,2052,773,271,7647,32892,577,6877,NA,NA,8739,13990,532,NA,3891,74383,NA,NA,9484,6046,2256,7435,23786,12186,NA,NA,6853,NA,NA,2114,4190,29341,NA,NA,6230,3394,NA,NA,3986,NA,326,7740,874,2069,NA,126,1026,NA,14033,NA,19077,NA,NA,NA,NA,32088,NA,4390,31317,14333,12123,18345,23781,NA,24044,30885,11131,22110,7025,9127,NA,NA,7252,11632,43316,NA,NA,NA,17554,14266,18172,18518,24981,NA,9906,30602,NA,42077,29232,19672,18386,19405,15625,9665,15536,27415,5296,2806,19015,27737,NA,10790,22624,24074,7951,NA,7696,2818,12631,1675,14346,NA,2277,3626,19046,16855,1791,3468,12615,63916,17416,9265,17202,8800,12560,18735,27319,26427,NA,18841,15710,10880,759,1278,NA,9626,2101,1826,NA,19721,4586,8195,6675,24327,10415,16581,14709,2771,4126,68885,7295,NA,12641,NA,1375,538,9046,NA,13006,797,10716,6489,3681,5331,110,20864,12884,2149,NA,20706,20944,1066,1154,NA,4070,14700,NA,17816,NA,597,NA,13114,16843,8191,14528,2462,2544,NA,NA,7043,NA,4695,19388,5248,NA,NA,8831,NA,NA,NA,NA,4074,NA,33580,NA,14824,NA,714,NA,5804,29617,NA,NA,11591,10351,2625,2244,14366,825,NA,3656,15701,10808,NA,NA,4747,NA,1109,6090
Met_pos_2580,854.5618896,18.51400518,8655,10391,8848,8131,17778,8170,295,NA,752,199,665,125,2175,NA,475,460,NA,157,20656,1359,1215,468,113,732,258,NA,NA,77,26125,311,1490,155,3213,208,367,17616,2660,NA,NA,379,1047,728,242,656,23134,1287,567,893,793,2425,7876,247,917,74,NA,NA,NA,20963,2302,1237,1377,351,10767,1522,2800,NA,572,10241,25560,4737,12701,4993,1165,507,48729,5609,6835,689,12602,1508,1001,1170,276,65,1147,2076,1058,13305,3902,7332,11841,4190,6189,424,NA,3104,26715,5230,19035,209,NA,838,156,3385,3578,815,1575,76,576,806,183,3026,30063,2664,4409,823,8381,929,546,1519,248,86,615,533,22070,259,2497,1446,2218,NA,394,199,27196,1385,704,2594,NA,1617,5405,279,1414,22901,386,1718,228,457,275,2878,173,228,683,1675,38937,1820,4144,1094,18,1251,NA,2082,592,532,19666,1376,1034,8794,2427,11878,NA,10168,26986,649,NA,NA,810,2186,2681,822,NA,981,62,250,863,445,1152,476,403,1407,3389,2759,NA,268,1183,91,5552,633,810,942,497,6310,NA,17761,1095,17217,546,543,2213,NA,2562,1398,3534,5141,NA,3507,16756,6124,NA,834,810,3563,1929,5890,21044,16039,253,1398,3056,1465,1842,NA,3186,1273,18900,660,130,1347,606,15530,2551,23775,1072,21772
Met_pos_2581,771.5043335,17.39499346,147849,157294,160638,240922,166384,195873,9948,14419,14435,17857,13454,64271,85724,78008,111176,418,18708,NA,175672,5805,28192,20157,15643,11915,63542,36255,15629,10348,162892,NA,54185,1358,11375,17370,12338,162140,NA,NA,8532,109677,237384,7160,6966,12395,180646,12445,24934,24733,26344,36880,19253,15692,35092,4259,4320,304,3083,186070,822,11441,47707,NA,24644,14058,79754,54623,59653,30726,46802,55052,NA,11458,NA,21834,58849,46334,16231,18048,187125,27789,34101,27766,NA,NA,NA,9502,9913,164330,14981,67284,144995,NA,54654,8617,34294,21267,121294,64008,207078,31354,14496,36737,NA,11192,NA,9583,13235,NA,NA,8545,3916,16030,215387,10854,78488,15084,27582,5919,4239,3825,36012,12245,653,NA,161819,NA,NA,NA,NA,NA,13927,NA,198939,NA,1940,2424,39695,NA,23227,11060,NA,224674,24028,NA,19978,15900,17926,NA,78015,11279,73794,NA,170398,39465,NA,10514,10796,NA,NA,NA,17721,NA,180484,22135,NA,49370,19652,NA,NA,32627,183628,28488,4010,NA,NA,NA,43242,NA,158261,39793,24344,33906,81203,NA,NA,195036,13915,75333,NA,5267,183821,NA,12317,11184,41339,26332,143771,13112,23092,14441,NA,NA,24830,166375,NA,5607,22970,18856,NA,60906,17874,39252,6787,17766,24954,11370,176437,NA,10598,154013,33567,15277,25360,138621,NA,38881,12297,NA,NA,21579,NA,NA,199871,NA,6690,19222,15453,NA,35756,NA,17516,206230
Met_pos_2582,557.3839722,17.76421704,NA,NA,12412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6580,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,NA,4687,NA,NA,NA,NA,NA,NA,6233,NA,NA,NA,4435,NA,NA,NA,NA,4838,NA,NA,NA,7826,NA,NA,NA,NA,NA,5056,NA,1603,NA,NA,NA,NA,3284,6609,NA,NA,NA,NA,NA,NA,NA,1136,NA,NA,NA,7565,NA,NA,NA,NA,NA,NA,NA,6426,NA,NA,2965,NA,14492,NA,NA,NA,4526,NA,NA,NA,NA,2659,NA,9137,NA,NA,NA,7484,NA,NA,NA,NA,5886,5313,4088,3706,NA,NA,NA,2878,NA,NA,10197,NA,6239,6261,NA,NA,NA,NA,21505,5526,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,NA,NA,NA,3302,NA,NA,2388,NA,NA,4979,NA,2866,5177,NA,7844,10606,NA,NA,NA,NA,NA,NA,NA,NA,4260,14901,NA,5678,NA,NA,NA,NA,NA,NA,NA,NA,NA,6995,NA,NA,2318,NA,NA,NA,6055,NA,NA,1207,NA,NA,NA,NA,NA,NA,NA,7142,4073,5253,NA,NA,NA,NA,6090,2338,NA,NA,18379,NA,NA,4110,NA,NA,3167,NA,7861,8951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3282,NA,5510,5061,2061,NA
Met_pos_2584,627.461731,16.57389621,NA,NA,14319,14070,10948,26675,4683,96,1296,1194,1962,NA,3862,NA,11282,1139,NA,2282,12139,1817,485,1751,4630,7263,NA,NA,1251,635,11423,7208,4369,726,1709,NA,1222,NA,2474,2679,1974,NA,NA,1368,NA,714,11168,1243,5024,2513,3202,21754,6301,NA,10101,3251,1090,834,416,35013,167,7980,NA,NA,16887,1349,26462,10058,NA,64859,22412,NA,NA,NA,358,1989,8835,NA,NA,NA,18336,1653,NA,4292,NA,2549,NA,4218,NA,NA,2497,3064,59862,NA,12481,1261,2951,4337,111360,NA,20286,4068,1494,3006,1079,5572,4215,2761,71,149,NA,1501,95,NA,NA,NA,NA,1882,NA,1992,2070,NA,NA,1373,NA,3500,14237,NA,NA,257,1765,467,1248,NA,NA,NA,1206,1017,1176,4094,NA,2227,NA,10300,NA,NA,2626,NA,1115,NA,NA,2226,NA,NA,NA,5405,NA,4074,5706,NA,1390,NA,1591,384,15407,6833,5022,2255,NA,30415,4026,NA,13532,NA,229,2495,1940,50122,NA,NA,18347,3223,2101,NA,2816,NA,2594,NA,NA,NA,4022,3118,10174,6998,2139,2447,2673,NA,NA,NA,NA,4186,NA,24532,34994,22012,6658,3086,2871,2717,3171,1637,NA,NA,NA,310,8193,4080,24599,666,246,NA,NA,39109,15057,NA,339,33487,1909,NA,3174,4121,1032,3351,NA,1989,1343,NA,1332,6813,1596,138819,2848,21606
Met_pos_2585,353.1595459,8.158082225,NA,NA,11578,NA,NA,NA,NA,858,5523,542,3946,2287,1000,NA,NA,2612,NA,8352,NA,4178,NA,328,5107,NA,NA,3594,3997,5145,5599,1739,5744,3494,62,1197,1844,NA,NA,NA,437,2390,6291,3022,3158,NA,NA,174,NA,1945,1067,233,1259,NA,6696,60,NA,NA,NA,8845,1998,2924,783,545,990,673,1875,1065,4223,991,4239,2414,2207,633,NA,7734,4265,5414,2182,3486,5614,225,1999,4694,72,1851,190,3518,516,NA,278,619,508,1329,2953,1455,4197,1155,845,2449,NA,630,177,1309,1206,1351,1479,546,423,3626,1993,1430,2504,1239,5446,4169,1046,1442,837,5851,309,3833,605,325,NA,922,NA,971,1557,NA,328,NA,1948,1275,NA,250,NA,1873,871,NA,434,1230,974,NA,96,878,2168,3329,5065,1729,1013,2676,5220,863,NA,1245,2613,1407,2050,2001,1736,1779,NA,1372,6170,412,524,2867,NA,2050,NA,NA,11982,1952,1381,4288,NA,734,3376,1747,NA,1768,26,2409,3393,1561,3261,2287,139,1141,NA,581,5467,241,2231,1161,1929,1854,2326,1496,2477,572,563,401,125,NA,4166,1234,1716,NA,1238,NA,745,3084,5056,1958,366,1151,11276,654,49,1350,3185,1630,789,NA,4390,1482,199,NA,3203,1561,1940,371,NA,1175,1591,NA,2203,746,3993,334,3823,NA
Met_pos_2587,625.2651367,16.41029601,209707,223220,192854,208560,217844,231654,487097,17922,45712,35628,90398,65400,78502,51763,58014,9882,33039,63547,275103,12312,87668,42700,46473,55418,52696,45012,29126,25160,293403,32969,68655,59038,29278,71950,33196,209358,73658,37937,32376,90429,137356,28861,58859,14155,246690,29671,110494,21368,60084,61691,77363,49750,40367,37924,36019,14568,127983,218341,1866,15806,26746,15171,52130,251136,32732,85646,60743,75269,216090,84818,49397,904841,891352,42252,74669,56651,56163,30978,217586,351664,49975,61390,26741,11651,46022,452585,57001,274407,28547,60291,97967,63967,76097,145713,148160,52314,84847,116418,241321,35827,664877,720575,510309,44699,35882,39418,16386,390051,49710,207942,153131,28002,234172,71733,81735,41545,72761,107934,129592,31010,27779,45140,22326,35992,216515,104799,188157,120884,18997,6333,13286,227875,207735,25957,188306,144066,50451,47743,51565,32153,32084,223384,276838,221894,38677,45968,40531,NA,59937,25421,73088,33099,230564,43786,72284,43099,77403,51934,35423,26960,21714,22985,270970,22041,13542,69675,62928,26661,11671,24119,252053,NA,27772,NA,NA,NA,36386,672,210058,31031,24927,26941,29025,33107,4775,77008,37429,43227,18905,88533,218034,38956,38574,39847,51983,24776,46684,35516,47927,49674,NA,44078,68747,227342,32659,12409,30083,NA,18886,26588,54551,26665,20445,32234,105322,52135,214167,30377,28436,38252,23950,25851,40474,302123,8181,34377,19328,17101,46120,24714,18430,10174,231140,134912,15020,24503,17123,59048,66543,48732,46236,225137
Met_pos_2588,517.2645264,8.505496673,8623,8412,6951,5957,3370,3796,448,259,3137,429,924,196,1066,2127,2852,146,3018,591,7078,502,3024,3832,5086,1853,NA,2821,70,126,4430,4235,42,84,2184,79,5115,7145,747,39,NA,35,581,49,161,3429,6407,NA,147,501,190,1035,1441,684,511,635,140,580,192,6209,18134,463,NA,540,NA,1338,461,2004,3986,145,2696,2715,1487,1932,852,396,929,3733,1164,888,5337,891,738,1646,1171,1383,1192,1057,415,5183,778,1307,1512,285,NA,649,89,327,3809,317,4143,412,1360,304,1347,119,187,NA,NA,428,69,574,2111,1363,4010,504,193,1639,365,2316,612,590,799,100,162,1728,4587,197,188,766,710,574,519,47,5327,1388,2133,44,134,1200,2113,1011,1672,4396,813,449,2601,2024,3971,237,2231,3862,356,1267,8877,2109,5552,1632,82,616,610,421,410,534,4425,369,409,1298,914,1939,2659,393,NA,554,2499,4444,3147,4654,2090,1910,6586,300,103,820,505,3051,1445,2373,560,1447,483,2182,5441,42,1859,2059,30,978,3049,279,373,1299,314,1120,410,6210,283,1619,1523,137,1184,541,984,NA,1187,2484,1159,1770,11982,671,3145,913,1179,67,1104,NA,2716,542,534,1306,809,655,1747,944,10007,43,1089,2184,829,1325,188,1578,2024,NA
Met_pos_2589,601.4093628,17.80099888,801978,642566,591983,662938,768738,872958,258467,260911,284558,167981,333179,140786,141631,173738,198242,125424,250976,297968,984321,187587,415154,406101,303496,465645,244860,210229,326326,341369,1125509,147385,397425,337273,363041,331154,418460,1125621,268628,324993,305150,303292,301732,276287,159750,237156,1351118,420953,242395,361574,220659,139654,158588,266156,233766,270228,291358,106602,140400,1529783,24974,427001,309332,562665,328083,496339,418372,181767,755451,180684,1436189,461782,550477,741748,660135,526462,505210,601079,742969,618871,2055744,482371,550807,529058,1197444,1390513,602417,851304,641591,2183987,516305,419698,630584,544129,605453,431951,334645,204076,620589,774521,2389155,461700,994464,1149870,1447868,859820,209870,554210,511583,399039,151428,383303,287991,450145,2889846,587729,407766,246078,156704,286313,258831,308350,364198,195031,328500,224121,2887974,295603,463191,299067,538942,285989,402911,315781,3037702,477197,621551,414094,927928,832577,378093,336655,216990,3075673,238848,444106,465748,1438123,1367752,1129405,1067157,1244662,950079,1378280,3025652,398444,717391,360066,450290,356032,307656,578825,552963,444540,3003333,348393,754224,961371,1274404,614955,444410,472947,2955112,1145569,906657,2011788,990196,831432,386991,69342,3041069,1016068,892163,774647,968832,1447323,1165346,1038020,1428795,1202459,1308960,1198247,3231398,799266,1262139,737236,834996,1062994,1029531,959600,970284,628290,1227840,514973,326494,5270,1464820,1959090,1517933,637917,944408,1299211,924735,616037,943088,1257755,909472,905430,3172342,2377234,2331305,1329075,1214928,572040,306130,3457088,1896764,627448,834140,1336637,763299,1472270,1291131,1277526,3585249,596629,606365,1067247,614685,382100,583110,251920,1384686,3794218
